"arrived","campground","city","state","type","price","full_loc","lon","lat"
"2018-03-01","San Clemente State Beach","San Clemente","California","State",65,"San Clemente State Beach, San Clemente, California",-117.6028514,33.4043306
"2018-03-05","Doheny State Beach","Dana Point","California","State",40,"Doheny State Beach, Dana Point, California",-117.6878769,33.4631511
"2018-03-11","Thronhill Broome State Beach","Malibu","California","State",35,"Thronhill Broome State Beach, Malibu, California",-119.0294447,34.0797658
"2018-03-15","Camarillo AirBnB","Camarillo","California","Private",83,"Camarillo AirBnB, Camarillo, California",-119.0376023,34.2163937
"2018-03-30","Castaic Lake","Castaic","California","State",20,"Castaic Lake, Castaic, California",-118.6185629,34.5068794
"2018-03-31","Auxiliary Dam Campground","Lake Isabella","California","Federal",0,"Auxiliary Dam Campground, Lake Isabella, California",-118.4639112,35.6417628
"2018-04-11","Paradise Cove","Lake Isabella","California","Federal",28,"Paradise Cove, Lake Isabella, California",-118.4277423,35.6482869
"2018-04-14","Three Rivers Campground","Three Rivers","California","State",45,"Three Rivers Campground, Three Rivers, California",-118.8989721,36.4492265
"2018-04-17","Horse Creek Campground","Lemon Cove","California","Federal",20,"Horse Creek Campground, Lemon Cove, California",-118.9581288,36.3899976
"2018-04-22","Azalea Campground","Hume","California","Federal",18,"Azalea Campground, Hume, California",-118.9656278,36.7435639
